borrower_id,borrower_type,loan_amount,emi_amount,avg_monthly_income,month1_balance,month1_income,month1_paid,month2_balance,month2_income,month2_paid,month3_balance,month3_income,month3_paid,month4_balance,month4_income,month4_paid,month5_balance,month5_income,month5_paid,month6_balance,month6_income,month6_paid,defaulted
B0078,small_trader,14358,630.36,72162,98970.48,72161.58,True,78229.58,63438.49,True,69666.6,52395.64,True,53195.85,46189.38,True,44329.87,39840.05,True,37237.09,36520.04,False,True
B0079,gig_worker,78008,3303.1,37173,77363.82,37173.31,True,59980.01,34164.71,True,53460.58,32332.28,True,43716.66,26949.01,True,34879.61,22491.59,True,28791.09,22382.88,False,True
B0080,farmer,63363,1977.11,69524,82582.55,69524.42,True,73282.71,63611.8,True,64575.0,58842.06,True,50570.87,48962.92,True,40982.8,41914.57,True,35022.78,36663.8,False,True
B0081,salaried,196994,6510.32,54192,85134.84,54192.41,True,75276.0,48082.37,True,70266.95,38322.53,True,53488.86,34397.98,True,43400.17,30078.03,True,35567.45,29115.7,False,True
B0082,salaried,45585,2221.77,71222,121731.71,71221.66,True,101267.59,63034.85,True,76813.9,50742.21,True,65487.11,48698.78,True,53584.53,39032.47,True,45248.95,39001.79,False,True
B0083,farmer,55033,2606.43,67821,119946.72,67820.81,True,102684.84,58482.82,True,84601.76,45712.96,True,71395.31,43688.0,True,59712.76,36866.17,True,49998.87,33383.32,False,True
B0084,farmer,41055,1859.64,56472,117029.86,56471.67,True,101275.23,51874.09,True,75870.92,43761.0,True,70490.73,41142.16,True,58700.11,33904.47,True,45471.23,33904.47,False,True
B0085,farmer,193260,6206.22,23981,85627.07,23980.78,True,80635.45,20387.6,True,60730.06,16343.34,True,54182.15,14968.9,True,47179.02,13127.31,True,38861.99,11494.3,False,True
B0086,salaried,191403,6903.05,25794,67294.79,25793.59,True,55457.73,22540.86,True,44109.54,20352.25,True,37182.89,16494.33,True,29622.43,14499.94,True,24882.84,13720.86,False,True
B0087,farmer,106774,4325.42,17456,73332.84,17456.22,True,63579.2,15244.77,True,52317.18,12515.22,True,43625.64,10799.37,True,33783.95,9424.85,True,29267.2,8639.44,False,True
B0088,small_trader,197604,6714.02,37261,77901.58,37261.07,True,59263.81,28825.81,True,53075.24,26933.43,True,41488.93,23488.43,True,34264.62,19653.96,True,28782.28,18016.13,False,True
B0089,gig_worker,160949,6091.58,51821,107547.21,51821.4,True,93143.95,48515.97,True,83473.58,41929.54,True,66034.17,38515.93,True,53552.1,30401.95,True,44648.56,28820.17,False,True
B0090,salaried,61399,2120.68,75584,133491.27,75583.96,True,129107.71,61102.42,True,101057.75,56952.62,True,85781.57,47201.35,True,71027.14,39954.3,True,61338.56,39948.0,False,True
B0091,farmer,151214,5433.23,14195,88476.27,14194.75,True,76159.3,14194.75,True,57004.16,11476.48,True,47444.06,9445.93,True,41513.77,8334.65,True,33817.92,8249.99,False,True
B0092,small_trader,176216,6632.56,18733,89812.76,18733.25,True,71382.96,15252.95,True,64337.64,13511.65,True,56425.89,11928.3,True,45737.14,10902.37,True,34991.72,9040.2,False,True
B0093,gig_worker,198938,6142.15,60517,109241.73,60517.02,True,86876.26,51810.7,True,72659.71,42323.33,True,61572.57,42073.24,True,51337.82,35820.67,True,41658.22,29896.89,False,True
B0094,farmer,86272,3034.07,65161,116166.91,65161.37,True,95072.09,58409.05,True,74570.99,49942.01,True,71182.52,41485.99,True,55889.96,36925.65,True,43813.4,36925.65,False,True
B0095,gig_worker,129246,4114.86,51773,76965.22,51772.89,True,69359.89,47917.36,True,57817.98,41352.5,True,42028.3,35987.37,True,35023.59,30858.46,True,29419.81,26286.7,False,True
B0096,small_trader,51321,2112.42,59940,75503.12,59939.7,True,64838.21,51417.68,True,56000.92,43811.73,True,44553.91,38129.93,True,37522.58,32878.77,True,28771.98,28794.7,False,True
B0097,small_trader,188773,8864.96,78943,102451.71,78942.6,True,84739.05,59778.03,True,66267.45,55213.12,True,56255.61,50842.44,True,49795.99,40348.44,True,39925.94,38799.63,False,True
B0098,small_trader,33705,1275.08,19606,36480.82,19606.27,True,28859.33,17125.41,True,25296.1,14855.92,True,21779.55,12993.0,True,18380.84,11515.31,True,14043.34,9845.5,False,True
B0099,farmer,26029,1199.93,9515,21029.93,9514.93,True,16014.19,8313.13,True,13715.0,7555.34,True,12246.25,6540.58,True,9309.71,6170.4,True,8123.23,5284.78,False,True
B0100,salaried,109134,3755.55,73392,84903.34,73392.16,True,68215.43,59098.56,True,55898.95,56764.34,True,44410.41,49441.02,True,40423.04,44860.09,True,31087.29,36252.88,False,True
B0101,farmer,149401,5481.56,35423,93809.92,35422.66,True,84564.92,29560.05,True,66037.84,25057.79,True,56235.68,22417.37,True,46559.99,20077.15,True,36658.83,16723.81,False,True
B0102,gig_worker,118899,3884.38,63229,107444.39,63229.33,True,92791.75,56131.73,True,78981.38,51125.04,True,65429.69,43201.05,True,53619.74,34345.44,True,48404.52,34345.44,False,True
B0103,salaried,150629,5307.28,29594,86451.81,29594.45,True,79072.56,25325.55,True,61880.09,19888.28,True,48355.93,17338.5,True,40878.76,15354.13,True,33849.15,14023.79,False,True
B0104,salaried,40682,1503.07,8800,83284.74,8800.35,True,61590.09,6988.39,True,56870.83,6197.86,True,46548.27,5724.51,True,37090.9,4556.78,True,30708.0,4129.97,False,True
B0105,gig_worker,198786,9828.0,21011,60343.1,21010.52,True,54825.5,20687.83,True,40278.81,16828.52,True,36610.08,15594.56,True,27701.52,13559.33,True,23627.67,12004.0,False,True
B0106,salaried,60669,2376.16,34299,82713.24,34298.64,True,61907.66,33547.72,True,53529.71,28093.6,True,45237.2,23181.61,True,38899.64,22178.62,True,31152.51,19705.39,False,True
B0107,salaried,20800,707.77,79367,114359.11,79367.11,True,104328.42,64403.22,True,78484.19,55437.59,True,67573.39,54309.0,True,61687.78,44553.59,True,49942.34,42448.22,False,True
B0108,gig_worker,163335,6415.57,74989,136589.42,74989.48,True,128424.61,65421.78,True,101624.84,51579.65,True,86574.1,44966.88,True,69370.69,42879.43,True,57724.9,36370.27,False,True
B0109,small_trader,148311,6816.12,53478,67190.3,53478.23,True,56534.83,43633.5,True,46719.65,38855.88,True,40361.79,33288.66,True,35604.05,28124.95,True,27387.48,26660.16,False,True
B0110,small_trader,139951,6029.91,29184,92820.36,29183.84,True,69671.89,25177.39,True,61898.98,22531.72,True,51919.17,18244.83,True,40050.25,17204.13,True,34377.67,15000.9,False,True
B0111,gig_worker,36170,1202.46,30223,79501.88,30223.31,True,63110.16,25959.71,True,58517.81,20243.81,True,45312.54,19395.19,True,41727.72,15845.95,True,34690.63,15845.95,False,True
B0112,small_trader,167547,6078.81,22375,41857.93,22374.86,True,38937.09,22219.92,True,28720.41,17696.79,True,26416.27,15742.32,True,22631.01,15153.49,True,18614.36,12431.99,False,True
B0113,farmer,147488,6906.71,54611,111227.0,54611.23,True,91498.46,45533.19,True,70330.47,39135.72,True,62345.03,33973.21,True,50058.4,32752.45,True,42697.96,28359.78,False,True
B0114,small_trader,97960,3361.07,24142,48066.23,24142.06,True,43884.54,23665.22,True,38852.79,18759.77,True,27958.75,16808.41,True,23298.96,14384.02,True,19951.51,14213.44,False,True
B0115,farmer,12659,476.39,83334,152792.34,83334.04,True,133426.57,74418.37,True,98616.31,58793.48,True,82734.06,55834.51,True,71001.99,44108.11,True,59059.11,44108.11,False,True
B0116,salaried,189526,8041.0,21633,98753.75,21633.18,True,76162.86,19894.86,True,70647.43,16531.35,True,57045.39,15931.05,True,47564.16,14345.99,True,36017.74,11760.91,False,True
B0117,salaried,102493,4598.23,54307,78648.52,54306.97,True,64017.17,52097.8,True,57882.83,40517.32,True,46551.1,38650.66,True,40431.43,32971.4,True,32048.13,28437.2,False,True
B0118,farmer,59812,1870.49,84249,97598.08,84248.63,True,75427.75,67510.82,True,64930.86,59479.67,True,52266.35,57055.03,True,47067.85,47225.47,True,37909.22,42304.23,False,True
B0119,small_trader,36649,1220.28,69251,81464.2,69251.08,True,76706.19,58519.53,True,58305.62,47823.02,True,55199.38,47045.76,True,42536.64,36786.94,True,33996.93,36786.94,False,True
B0120,farmer,50197,2400.9,23633,56316.4,23633.49,True,42512.81,20179.89,True,35792.36,17863.21,True,30610.77,14124.68,True,27457.18,12587.13,True,20393.61,12545.85,False,True
B0121,gig_worker,68557,3199.3,36795,64312.77,36795.21,True,54079.03,28914.48,True,45675.93,26430.63,True,38509.02,22802.58,True,31582.65,20046.7,True,27710.89,18694.86,False,True
B0122,gig_worker,162458,5300.97,24338,38294.1,24338.05,True,34123.79,20037.37,True,27374.95,18344.76,True,20997.43,17323.9,True,19048.56,13918.26,True,14698.2,13823.63,False,True
B0123,salaried,76262,2349.72,63067,79709.5,63066.7,True,69762.34,56430.77,True,56646.64,48085.4,True,47929.02,38903.41,True,35374.17,36502.69,True,32349.97,31207.03,False,True
B0124,small_trader,192721,9204.51,74066,125683.93,74066.27,True,106212.91,65491.26,True,93564.23,56824.59,True,85006.65,47177.12,True,67432.1,43450.95,True,56345.76,41749.92,False,True
B0125,salaried,172777,8328.32,82922,148638.52,82922.49,True,123107.88,70856.96,True,110559.28,56503.14,True,89573.26,55550.72,True,76515.83,43163.09,True,64789.95,41812.15,False,True
B0126,gig_worker,89003,3701.22,47131,72757.61,47130.58,True,61732.56,40715.63,True,56118.7,36948.0,True,43984.72,31247.52,True,38523.91,26243.72,True,32270.14,24861.37,False,True
B0127,small_trader,127961,5491.63,63165,90436.29,63164.62,True,79756.68,53371.59,True,63940.98,48773.77,True,59752.3,42949.67,True,45325.41,37547.29,True,36862.08,32471.22,False,True
B0128,small_trader,160871,6452.39,10483,48382.48,10482.84,True,40727.91,8891.67,True,31777.59,7212.33,True,26579.44,7055.77,True,25065.66,5882.84,True,18540.74,5630.43,False,True
B0129,gig_worker,171475,8556.12,72350,112265.77,72350.16,True,104433.24,67156.99,True,77444.51,56909.62,True,73445.74,48914.41,True,54872.59,47649.39,True,50259.79,41354.3,False,True
B0130,farmer,136060,4611.41,15407,40595.44,15406.75,True,34224.17,12323.52,True,29826.58,10845.2,True,24979.74,9322.63,True,19424.42,8448.19,True,15836.48,7258.06,False,True
B0131,small_trader,187912,8615.85,8964,39631.25,8964.34,True,32755.87,7362.9,True,27182.31,6266.59,True,24712.49,5639.39,True,20120.18,4603.68,True,16129.24,4403.91,False,True
B0132,gig_worker,56099,2206.69,66093,99810.89,66093.07,True,88861.24,58433.19,True,66383.53,48864.52,True,61236.96,47636.89,True,45627.6,41440.18,True,42378.16,36668.91,False,True
B0133,farmer,46593,2074.06,37467,74462.11,37467.18,True,62030.98,35520.61,True,57164.99,28965.62,True,44582.12,26655.57,True,37687.09,22388.26,True,31362.98,19689.18,False,True
B0134,gig_worker,78026,2388.83,66534,139094.86,66533.68,True,110142.1,57656.8,True,98911.45,49303.54,True,82537.44,45357.01,True,60510.4,35208.78,True,57031.45,31989.32,False,True
B0135,gig_worker,66622,3318.5,30937,86525.94,30937.0,True,73821.23,29211.28,True,66739.62,26620.2,True,50793.06,23200.91,True,41578.55,20256.04,True,39188.11,16960.11,False,True
B0136,gig_worker,87064,3871.13,17027,41491.66,17027.1,True,34470.12,14998.58,True,28979.74,13897.88,True,24295.08,12629.31,True,19561.97,10213.66,True,14975.81,9362.52,False,True
B0137,farmer,121041,5350.28,54746,94613.62,54746.25,True,90482.27,49826.64,True,74050.98,44498.32,True,55847.96,38235.88,True,52144.0,34199.13,True,39487.54,28594.57,False,True
B0138,farmer,134184,4355.4,69139,99671.7,69139.31,True,80838.39,65761.17,True,72845.39,59099.38,True,63617.54,47162.05,True,49730.1,44819.43,True,39886.63,37176.1,False,True
B0139,farmer,84763,3384.92,24895,55335.12,24894.68,True,46655.11,21922.58,True,37786.82,17630.15,True,31151.51,16910.29,True,24226.73,13800.18,True,22464.08,13595.99,False,True
B0140,small_trader,90811,4069.97,20946,84258.71,20946.16,True,69897.81,17053.18,True,61724.39,15360.18,True,48729.0,12660.27,True,39628.73,11269.03,True,32409.62,11269.03,False,True
B0141,salaried,72368,3517.33,74105,158109.99,74105.49,True,132685.66,69670.04,True,122084.36,64390.72,True,97210.78,53321.92,True,73626.82,49333.71,True,61846.53,45239.21,False,True
B0142,gig_worker,27508,1099.53,49918,98272.02,49917.89,True,77870.94,47740.61,True,63488.82,41792.18,True,58787.89,37965.93,True,47691.78,32294.73,True,36774.27,30332.02,False,True
B0143,farmer,44773,1536.38,25275,55110.14,25274.55,True,45591.01,24106.88,True,40328.12,21717.84,True,31609.19,16873.06,True,28379.8,16767.27,True,23209.1,13696.25,False,True
B0144,gig_worker,196932,6961.91,61534,99155.23,61534.5,True,77283.85,59496.72,True,64857.29,54418.1,True,59423.45,40979.93,True,50496.63,39622.62,True,41936.88,34904.17,False,True
B0145,gig_worker,25193,1097.18,10756,35628.8,10756.17,True,32997.57,9317.61,True,25121.74,8057.09,True,22436.28,7253.05,True,19053.34,5575.2,True,14152.07,5575.2,False,True
B0146,farmer,61955,2653.98,27013,43078.12,27013.12,True,35319.98,23297.78,True,31049.78,23105.65,True,25308.66,19181.4,True,21017.04,15625.46,True,18738.78,14881.81,False,True
